Doc ID,Reception ID,CPV CODE,Notice Status,Country ISO,TOWN ISO,Project Name,Title,Notice publication number,Publication date,OJ S issue number,Town/city of the buyer,Official name of the buyer,Original language,Country of the buyer,Type of buyer,EU institution/agency,Document sent,Type of contract,Type of procedure,Notice type,Regulation,Type of bid,Award criteria,Common procurement vocabulary (CPV),Place of performance (NUTS),Internet address (URL),Legal basis,Deadline Date,latitude,longitude,Document_id_1,Publication_Date_1,Deadline_1,Document_1,Authority_Name_1,Document_id_2,Publication_Date_2,Deadline_2,Document_2,Authority_Name_2,Document_id_3,Publication_Date_3,Deadline_3,Document_3,Authority_Name_3,Document_id_4,Publication_Date_4,Deadline_4,Document_4,Authority_Name_4,Document_id_5,Publication_Date_5,Deadline_5,Document_5,Authority_Name_5,Document_id_6,Publication_Date_6,Deadline_6,Document_6,Authority_Name_6,Document_id_7,Publication_Date_7,Deadline_7,Document_7,Authority_Name_7,Document_id_8,Publication_Date_8,Deadline_8,Document_8,Authority_Name_8,Document_id_9,Publication_Date_9,Deadline_9,Document_9,Authority_Name_9,Document_id_10,Publication_Date_10,Deadline_10,Document_10,Authority_Name_10,Document_id_11,Publication_Date_11,Deadline_11,Document_11,Authority_Name_11,Document_id_12,Publication_Date_12,Deadline_12,Document_12,Authority_Name_12,Document_id_13,Publication_Date_13,Deadline_13,Document_13,Authority_Name_13,Document_id_14,Publication_Date_14,Deadline_14,Document_14,Authority_Name_14,Document_id_15,Publication_Date_15,Deadline_15,Document_15,Authority_Name_15,Document_id_16,Publication_Date_16,Deadline_16,Document_16,Authority_Name_16
494438-2021,21-511359-001,30233141,Active,Slovakia,Bratislava,Redundant Array of Independent Disk (RAID),Slovakia-Bratislava: Redundant Array of Independent Disk (RAID),494438-2021,01/10/2021,191,BRATISLAVA,Rozhlas a televízia Slovenska (47232480),SK,SK,6 - Body governed by public law,-,27/09/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,30233141 - Redundant Array of Independent Disk (RAID),SK010,http://www.rtvs.sk,Public procurement Directive 2014/24/EU,28/10/2021,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494223-2021,21-509589-001,33124120,Active,Slovakia,Košice,Diagnostic ultrasound devices,Slovakia-Košice: Diagnostic ultrasound devices,494223-2021,01/10/2021,191,KOŠICE,Univerzitná nemocnica L. Pasteura Košice (00606707),SK,SK,6 - Body governed by public law,-,27/09/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,33124120 - Diagnostic ultrasound devices,SK042,https://www.unlp.sk/,Public procurement Directive 2014/24/EU,27/10/2021,48.7172272,21.2496774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493973-2021,21-511971-001,45000000,Active,Slovakia,Bratislava,Construction work,Slovakia-Bratislava: Construction work,493973-2021,01/10/2021,191,BRATISLAVA,"Národná diaľničná spoločnosť, a.s. (35919001)",SK,SK,6 - Body governed by public law,-,27/09/2021,1 - Works,2 - Restricted procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,45000000 - Construction work45233110 - Motorway construction works,SK031,http://ndsas.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,307937-2017,05/08/2017,05/09/2017,3 - Contract notice,"Národná diaľničná spoločnosť, a.s. (35919001)",337551-2017,29/08/2017,20/09/2017,2 - Additional information,"Národná diaľničná spoločnosť, a.s. (35919001)",402670-2018,15/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493972-2021,21-511952-001,45000000,Active,Slovakia,Bratislava,Construction work,Slovakia-Bratislava: Construction work,493972-2021,01/10/2021,191,BRATISLAVA,"Národná diaľničná spoločnosť, a.s. (35919001)",SK,SK,6 - Body governed by public law,-,27/09/2021,1 - Works,2 - Restricted procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,45000000 - Construction work45233110 - Motorway construction works,SK031,http://ndsas.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,307937-2017,05/08/2017,05/09/2017,3 - Contract notice,"Národná diaľničná spoločnosť, a.s. (35919001)",337551-2017,29/08/2017,20/09/2017,2 - Additional information,"Národná diaľničná spoločnosť, a.s. (35919001)",402670-2018,15/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493971-2021,21-511898-001,45000000,Active,Slovakia,Bratislava,Construction work,Slovakia-Bratislava: Construction work,493971-2021,01/10/2021,191,BRATISLAVA,"Národná diaľničná spoločnosť, a.s. (35919001)",SK,SK,6 - Body governed by public law,-,27/09/2021,1 - Works,2 - Restricted procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,45000000 - Construction work45233110 - Motorway construction works,SK031,http://ndsas.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,307937-2017,05/08/2017,05/09/2017,3 - Contract notice,"Národná diaľničná spoločnosť, a.s. (35919001)",337551-2017,29/08/2017,20/09/2017,2 - Additional information,"Národná diaľničná spoločnosť, a.s. (35919001)",402670-2018,15/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493969-2021,21-512988-001,45000000,Active,Slovakia,Bratislava,Construction work,Slovakia-Bratislava: Construction work,493969-2021,01/10/2021,191,BRATISLAVA,"Národná diaľničná spoločnosť, a.s. (35919001)",SK,SK,6 - Body governed by public law,-,28/09/2021,1 - Works,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,"45233100 - Construction work for highways, roads45000000 - Construction work",SK031,www.ndsas.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,164983-2017,03/05/2017,05/06/2017,3 - Contract notice,"Národná diaľničná spoločnosť, a.s. (35919001)",214572-2017,07/06/2017,23/06/2017,2 - Additional information,"Národná diaľničná spoločnosť, a.s. (35919001)",483328-2017,02/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493965-2021,21-511717-001,45000000,Active,Slovakia,Bratislava,Construction work,Slovakia-Bratislava: Construction work,493965-2021,01/10/2021,191,BRATISLAVA,"Národná diaľničná spoločnosť, a.s. (35919001)",SK,SK,6 - Body governed by public law,-,27/09/2021,1 - Works,1 - Open procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,"45233100 - Construction work for highways, roads45000000 - Construction work",SK031,http://ndsas.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493866-2021,21-513139-001,45233223,Active,Slovakia,Žilina,Carriageway resurfacing works,Slovakia-Žilina: Carriageway resurfacing works,493866-2021,01/10/2021,191,ŽILINA,Žilinský samosprávny kraj (37808427),SK,SK,R - Regional or local Agency/Office,-,28/09/2021,1 - Works,1 - Open procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,1 - Lowest price,45233223 - Carriageway resurfacing works,SK031,http://www.zilinskazupa.sk,Public procurement Directive 2014/24/EU,25/10/2021,49.2234674,18.7393139,485572-2021,27/09/2021,25/10/2021,3 - Contract notice,Žilinský samosprávny kraj (37808427),493866-2021,01/10/2021,25/10/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493865-2021,21-513609-001,45000000,Active,Slovakia,Bratislava,Construction work,Slovakia-Bratislava: Construction work,493865-2021,01/10/2021,191,BRATISLAVA,Univerzita Komenského v Bratislave (00397865),SK,SK,6 - Body governed by public law,-,28/09/2021,1 - Works,1 - Open procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,"45214400 - Construction work for university buildings45220000 - Engineering works and construction works45000000 - Construction work71000000 - Architectural, construction, engineering and inspection services45300000 - Building installation work45112000 - Excavating and earthmoving work45310000 - Electrical installation work",SK010,http://www.uniba.sk,Public procurement Directive 2014/24/EU,22/10/2021,48.1516988,17.1093063,390047-2021,02/08/2021,02/11/2021,3 - Contract notice,Univerzita Komenského v Bratislave (00397865),406132-2021,10/08/2021,10/09/2021,2 - Additional information,Univerzita Komenského v Bratislave (00397865),460479-2021,13/09/2021,17/09/2021,2 - Additional information,Univerzita Komenského v Bratislave (00397865),475226-2021,21/09/2021,01/10/2021,2 - Additional information,Univerzita Komenského v Bratislave (00397865),493865-2021,01/10/2021,22/10/2021,2 - Additional information,Univerzita Komenského v Bratislave (00397865),521572-2021,15/10/2021,02/11/2021,2 - Additional information,Univerzita Komenského v Bratislave (00397865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493864-2021,21-512902-001,45222000,Active,Slovakia,Trenčín,"Construction work for engineering works except bridges, tunnels, shafts and subways","Slovakia-Trenčín: Construction work for engineering works except bridges, tunnels, shafts and subways",493864-2021,01/10/2021,191,TRENČÍN,Trenčiansky samosprávny kraj (36126624),SK,SK,3 - Regional or local authority,-,28/09/2021,1 - Works,1 - Open procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,2 - The most economic tender,"45222000 - Construction work for engineering works except bridges, tunnels, shafts and subways",SK022,http://www.tsk.sk,Public procurement Directive 2014/24/EU,25/10/2021,48.8923583,18.0393715,480639-2021,24/09/2021,25/10/2021,3 - Contract notice,Trenčiansky samosprávny kraj (36126624),493864-2021,01/10/2021,25/10/2021,2 - Additional information,Trenčiansky samosprávny kraj (36126624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493819-2021,21-510929-001,45233223,Active,Slovakia,Žilina,Carriageway resurfacing works,Slovakia-Žilina: Carriageway resurfacing works,493819-2021,01/10/2021,191,ŽILINA,Žilinský samosprávny kraj (37808427),SK,SK,R - Regional or local Agency/Office,-,27/09/2021,1 - Works,1 - Open procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,"45221000 - Construction work for bridges and tunnels, shafts and subways45233223 - Carriageway resurfacing works",SK031,http://www.zilinskazupa.sk,Public procurement Directive 2014/24/EU,15/11/2021,49.2234674,18.7393139,237267-2021,12/05/2021,15/11/2021,3 - Contract notice,Žilinský samosprávny kraj (37808427),253145-2021,21/05/2021,09/06/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),266245-2021,28/05/2021,28/06/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),317624-2021,25/06/2021,26/07/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),335841-2021,05/07/2021,26/07/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),369019-2021,21/07/2021,25/08/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),422098-2021,20/08/2021,12/10/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),493819-2021,01/10/2021,15/11/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),504386-2021,06/10/2021,15/11/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493761-2021,21-510910-001,45233223,Active,Slovakia,Prešov,Carriageway resurfacing works,Slovakia-Prešov: Carriageway resurfacing works,493761-2021,01/10/2021,191,PREŠOV,Správa a údržba ciest Prešovského samosprávneho kraja (37936859),SK,SK,8 - Other,-,27/09/2021,1 - Works,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,45233200 - Various surface works45221111 - Road bridge construction work45233223 - Carriageway resurfacing works,SK04,http://sucpsk.sk/,Public procurement Directive 2014/24/EU,,48.9975724,21.2401811,317128-2021,25/06/2021,09/08/2021,3 - Contract notice,Správa a údržba ciest Prešovského samosprávneho kraja (37936859),379466-2021,27/07/2021,02/08/2021,2 - Additional information,Správa a údržba ciest Prešovského samosprávneho kraja (37936859),393041-2021,03/08/2021,09/08/2021,2 - Additional information,Správa a údržba ciest Prešovského samosprávneho kraja (37936859),493761-2021,01/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493623-2021,21-509821-001,45232400,Active,Slovakia,Banská Bystrica,Sewer construction work,Slovakia-Banská Bystrica: Sewer construction work,493623-2021,01/10/2021,191,BANSKÁ BYSTRICA,"Stredoslovenská vodárenská spoločnosť, a.s. (36056006)",SK,SK,8 - Other,-,27/09/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,"45231300 - Construction work for water and sewage pipelines45232400 - Sewer construction work71000000 - Architectural, construction, engineering and inspection services",SK022,http://www.stvs.sk/,Public procurement Directive 2014/24/EU,,48.7384028,19.1573494,453399-2015,24/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493463-2021,21-514943-001,45000000,Active,Slovakia,Ružomberok,Construction work,Slovakia-Ružomberok: Construction work,493463-2021,01/10/2021,191,RUŽOMBEROK,"CZT Ružomberok, s. r. o. (36820300)",SK,SK,8 - Other,-,28/09/2021,1 - Works,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,45212212 - Construction work for swimming pool45000000 - Construction work,SK031,www.cztrk.eu,Public procurement Directive 2014/24/EU,02/11/2021,49.0815718,19.3034168,493463-2021,01/10/2021,02/11/2021,3 - Contract notice,"CZT Ružomberok, s. r. o. (36820300)",507627-2021,08/10/2021,02/11/2021,2 - Additional information,"CZT Ružomberok, s. r. o. (36820300)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493224-2021,21-511215-001,45212354,Active,Slovakia,Bratislava,Castle construction work,Slovakia-Bratislava: Castle construction work,493224-2021,01/10/2021,191,BRATISLAVA,Slovenské národné múzeum (00164721),SK,SK,8 - Other,-,27/09/2021,1 - Works,9 - Not applicable,0 - Prior information notice without call for competition,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,"45331000 - Heating, ventilation and air-conditioning installation work45453100 - Refurbishment work45212354 - Castle construction work45223300 - Parking lot construction work45120000 - Test drilling and boring work45262000 - Special trade construction works other than roof works45232410 - Sewerage work45111300 - Dismantling works45260000 - Roof works and other special trade construction works45112700 - Landscaping work45262500 - Masonry and bricklaying work45262600 - Miscellaneous special-trade construction work45316000 - Installation work of illumination and signalling systems45233161 - Footpath construction work45232150 - Works related to water-distribution pipelines76530000 - Downhole services45233120 - Road construction works45454000 - Restructuring work45311000 - Electrical wiring and fitting work45112000 - Excavating and earthmoving work45454100 - Restoration work45310000 - Electrical installation work",SK042,www.snm.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492857-2021,21-506953-001,18143000,Active,Slovakia,Bratislava,Protective gear,Slovakia-Bratislava: Protective gear,492857-2021,29/09/2021,189,BRATISLAVA,Železnice Slovenskej republiky (31364501),SK,SK,4 - Utilities entity,-,24/09/2021,2 - Supplies,1 - Open procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,1 - Lowest price,18444000 - Protective headgear33140000 - Medical consumables18444100 - Safety headgear18444111 - Crash helmets18444112 - Bicycle helmets18143000 - Protective gear33735000 - Goggles33735100 - Protective goggles60000000 - Transport services (excl. Waste transport)44315100 - Welding accessories,SK,http://www.zsr.sk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",02/11/2021,48.1516988,17.1093063,416991-2021,16/08/2021,02/11/2021,3 - Contract notice,Železnice Slovenskej republiky (31364501),462396-2021,13/09/2021,12/10/2021,2 - Additional information,Železnice Slovenskej republiky (31364501),492857-2021,29/09/2021,02/11/2021,2 - Additional information,Železnice Slovenskej republiky (31364501),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492841-2021,21-506965-001,38554000,Active,Slovakia,Bratislava,Electricity meters,Slovakia-Bratislava: Electricity meters,492841-2021,29/09/2021,189,BRATISLAVA,"Železničná spoločnosť Slovensko, a.s. (35914939)",SK,SK,4 - Utilities entity,-,24/09/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,38554000 - Electricity meters50411300 - Repair and maintenance services of electricity meters,SK0,http://www.slovakrail.sk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,48.1516988,17.1093063,294986-2021,11/06/2021,30/09/2021,3 - Contract notice,"Železničná spoločnosť Slovensko, a.s. (35914939)",349138-2021,09/07/2021,07/09/2021,2 - Additional information,"Železničná spoločnosť Slovensko, a.s. (35914939)",438695-2021,30/08/2021,30/09/2021,2 - Additional information,"Železničná spoločnosť Slovensko, a.s. (35914939)",492841-2021,29/09/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492840-2021,21-507275-001,34121100,Active,Slovakia,Trnava,Public-service buses,Slovakia-Trnava: Public-service buses,492840-2021,29/09/2021,189,TRNAVA,"ARRIVA Trnava, a.s. (36249840)",SK,SK,4 - Utilities entity,-,24/09/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,"34121100 - Public-service buses34121400 - Low-floor buses50100000 - Repair, maintenance and associated services of vehicles and related equipment",SK021,https://arriva.sk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,48.3767652,17.5858175,269404-2021,28/05/2021,28/06/2021,3 - Contract notice,"Arriva Trnava, a.s. (36249840)",321727-2021,25/06/2021,28/06/2021,2 - Additional information,"Arriva Trnava, a.s. (36249840)",492840-2021,29/09/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492761-2021,21-506662-001,45000000,Active,Slovakia,Bratislava,Construction work,Slovakia-Bratislava: Construction work,492761-2021,29/09/2021,189,BRATISLAVA,"Železničná spoločnosť Slovensko, a.s. (35914939)",SK,SK,4 - Utilities entity,-,24/09/2021,1 - Works,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,"45111000 - Demolition, site preparation and clearance work45100000 - Site preparation work45343200 - Firefighting equipment installation work35125300 - Security cameras45000000 - Construction work45111200 - Site preparation and clearance work45234115 - Railway signalling works45234116 - Track construction works31170000 - Transformers45233226 - Access road construction work45231400 - Construction work for electricity power lines39330000 - Disinfection equipment45112700 - Landscaping work45252127 - Wastewater treatment plant construction work39173000 - Storage units31625000 - Burglar and fire alarms34946110 - Rails42996000 - Machinery for the treatment of sewage42995000 - Miscellaneous cleaning machines34946223 - Point rods32344250 - Radio installations50220000 - Repair, maintenance and associated services related to railways and other equipment45213320 - Construction work for buildings relating to railway transport32210000 - Broadcasting equipment45112000 - Excavating and earthmoving work42120000 - Pumps and compressors",SK032,http://www.slovakrail.sk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,48.1516988,17.1093063,46786-2019,30/01/2019,12/03/2019,3 - Contract notice,"Železničná spoločnosť Slovensko, a.s. (35914939)",53871-2019,04/02/2019,09/04/2019,2 - Additional information,"Železničná spoločnosť Slovensko, a.s. (35914939)",88920-2019,25/02/2019,30/04/2019,2 - Additional information,"Železničná spoločnosť Slovensko, a.s. (35914939)",190833-2019,23/04/2019,23/05/2019,2 - Additional information,"Železničná spoločnosť Slovensko, a.s. (35914939)",223487-2019,14/05/2019,26/06/2019,2 - Additional information,"Železničná spoločnosť Slovensko, a.s. (35914939)",270157-2019,10/06/2019,25/07/2019,2 - Additional information,"Železničná spoločnosť Slovensko, a.s. (35914939)",343279-2019,22/07/2019,25/09/2019,2 - Additional information,"Železničná spoločnosť Slovensko, a.s. (35914939)",456035-2019,27/09/2019,09/10/2019,2 - Additional information,"Železničná spoločnosť Slovensko, a.s. (35914939)",477009-2019,10/10/2019,23/10/2019,2 - Additional information,"Železničná spoločnosť Slovensko, a.s. (35914939)",590033-2019,12/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
