Doc ID,Reception ID,CPV CODE,Notice Status,Country ISO,TOWN ISO,Project Name,Title,Notice publication number,Publication date,OJ S issue number,Town/city of the buyer,Official name of the buyer,Original language,Country of the buyer,Type of buyer,EU institution/agency,Document sent,Type of contract,Type of procedure,Notice type,Regulation,Type of bid,Award criteria,Common procurement vocabulary (CPV),Place of performance (NUTS),Internet address (URL),Legal basis,Deadline Date,latitude,longitude,"(0, 'Document_id_1')",Publication_Date_1,Deadline_1,Document_1,Authority_Name_1,"(0, 'Document_id_2')",Publication_Date_2,Deadline_2,Document_2,Authority_Name_2,"(0, 'Document_id_3')",Publication_Date_3,Deadline_3,Description,Postal Code,Email,Amount,Currency,Og Notice No,Document_3,Authority_Name_3,"(0, 'Document_id_4')",Publication_Date_4,Deadline_4,Document_4,Authority_Name_4,"(0, 'Document_id_5')",Publication_Date_5,Deadline_5
417201-2021,21-428345-001,72000000,Active,United Kingdom,Oslo,"IT services: consulting, software development, Internet and support","United Kingdom-Oslo: IT services: consulting, software development, Internet and support",417201-2021,16/08/2021,157,OSLO,Procurement and Logistics Service,EN,UK,6 - Body governed by public law,-,11/08/2021,4 - Services,B - Competitive procedure with negotiation,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"48000000 - Software package and information systems72200000 - Software programming and consultancy services72210000 - Programming services of packaged software products72000000 - IT services: consulting, software development, Internet and support48810000 - Information systems48814400 - Clinical information system85000000 - Health and social work services72250000 - System and support services72260000 - Software-related services",UK,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,,51.54716225,-0.05560006940175631,121958-2019,15/03/2019,,,,,,,,,,,,"The Business Services Organisation (BSO) (Authority), on behalf of Health and Social Care Northern Ireland (HSCNI), and with the support of the NI Pathology Network has a requirement for a Laboratory Information Management System (LIMS Solution) and Associated Services. Through the Procurement the Authority will procure a significantly modernised, improved and rationalised LIMS implemented as a single fully integrated solution across HSCNI.",BT12 6HU,ict.sourcing@hscni.net,43900000.00,EUR,EUR,,,,,,,,,,
417200-2021,21-428249-001,60000000,Active,United Kingdom,Ipswich,Transport services (excl. Waste transport),United Kingdom-Ipswich: Transport services (excl. Waste transport),417200-2021,16/08/2021,157,IPSWICH,Suffolk County Council,EN,UK,3 - Regional or local authority,-,11/08/2021,4 - Services,V - Contract award without prior publication,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,60000000 - Transport services (excl. Waste transport),UKH14,www.suffolksourcing.uk,Public procurement Directive 2014/24/EU,,52.0579495,1.1526345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417198-2021,21-428666-001,44111000,Active,United Kingdom,Bangor,Building materials,United Kingdom-Bangor: Building materials,417198-2021,16/08/2021,157,BANGOR,Adra (Tai) Cyf,EN,UK,6 - Body governed by public law,-,11/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,44111000 - Building materials,UKL,http://adra.co.uk,Public procurement Directive 2014/24/EU,,53.2277187,-4.1268822,397471-2020,24/08/2020,23/09/2020,3 - Contract notice,Adra (Tai) Cyf,410319-2020,01/09/2020,23/09/2020,2 - Additional information,Adra (Tai) Cyf,417198-2021,16/08/2021,,All Wales Framework providing a managed service for the supply of building materials and associated products,LL57 9DS,victoria.hallaron@adra.co.uk,500000000.00,GBP,GBP,,,,,,,,,,
415066-2021,21-426702-001,90714000,Active,United Kingdom,London,Environmental auditing,United Kingdom-London: Environmental auditing,415066-2021,13/08/2021,156,LONDON,Defra Network eTendering Portal,EN,UK,8 - Other,-,10/08/2021,4 - Services,1 - Open procedure,K - Modification of a contract/concession during its term,Z - Not specified,9 - Not applicable,9 - Not applicable,90714000 - Environmental auditing,UK,https://www.gov.uk/government/organisations/department-for-environment-food-rural-affairs,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,340798-2020,20/07/2020,15/09/2020,3 - Contract notice,Defra Network eTendering Portal,587041-2020,04/12/2020,,,,,,,,,,,,,,,,,,,,,,
415065-2021,21-423626-001,85000000,Active,United Kingdom,Worcester,Health and social work services,United Kingdom-Worcester: Health and social work services,415065-2021,13/08/2021,156,WORCESTER,Worcestershire County Council,EN,UK,3 - Regional or local authority,-,09/08/2021,4 - Services,1 - Open procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,3 - Mixed,85312120 - Daycare services for handicapped children and young people85300000 - Social work and related services75200000 - Provision of services to the community85000000 - Health and social work services,UKG12,www.worcestershire.gov.uk,Public procurement Directive 2014/24/EU,28/02/2022,52.1911849,-2.2206585,203539-2018,12/05/2018,28/02/2022,3 - Contract notice,Worcestershire County Council,395393-2021,03/08/2021,,,,,,,,,,,,,,,,,,,,,,
415064-2021,21-427587-001,72300000,Active,United Kingdom,Newport,Data services,United Kingdom-Newport: Data services,415064-2021,13/08/2021,156,NEWPORT,Office for National Statistics,EN,UK,1 - Ministry or any other national or federal authority,-,10/08/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,72300000 - Data services,UK,www.ons.gov.uk,Public procurement Directive 2014/24/EU,,51.5882332,-2.9974967,92249-2018,01/03/2018,05/04/2021,Y - Dynamic purchasing system,Office for National Statistics,101518-2021,26/02/2021,,,,,,,"Contract Award Notice - This is for the award of call-off contract is for Telematching services related to a variety of surveys.The tender was conducted through a Dynamic Purchasing System; DPS Data SaSiE and awarded up to the value of £300,000.00",NP10 8XG,joanne.lao@ons.gov.uk,300000.00,EUR,EUR,,,,,,,,,,
415063-2021,21-427552-001,79710000,Active,United Kingdom,Dagenham,Security services,United Kingdom-Dagenham: Security services,415063-2021,13/08/2021,156,DAGENHAM,London Borough of Barking and Dagenham,EN,UK,3 - Regional or local authority,-,10/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,79710000 - Security services,UKI52,www.lbbd.gov.uk,Public procurement Directive 2014/24/EU,,51.5413271,0.1481142,568441-2020,25/11/2020,05/01/2021,3 - Contract notice,London Borough of Barking and Dagenham,415063-2021,13/08/2021,,,,,,,,,,,,,,,,,,,,,,
415062-2021,21-427463-001,55524000,Active,United Kingdom,Kingston upon Thames,School catering services,United Kingdom-Kingston upon Thames: School catering services,415062-2021,13/08/2021,156,KINGSTON UPON THAMES,Christ Church New Malden Primary School,EN,UK,6 - Body governed by public law,-,10/08/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,55524000 - School catering services,UKI63,http://www.matriculateconsulting.co.uk,Public procurement Directive 2014/24/EU,,51.4096275,-0.3062621,581494-2020,02/12/2020,08/01/2021,3 - Contract notice,Christ Church New Malden Primary School,415062-2021,13/08/2021,,,,,,,"The following Schools are running a joint procurement process. The Schools are voluntarily following the restricted procedure as set out within the Public Contract Regulations 2015 (PCR), however please note that this is considered a contract under the Light Touch Regime and therefore the Schools are not obliged to follow the full scope of the PCR. They are looking for contractors to demonstrate their experience and expertise to manage the catering services across 5 primary schools.The tender is divided into three lots:Bidders must tender for all lotsLot 1Christ Church New Malden CofE Primary School – 438 pupils on rollLot 2Tolworth Infant and Nursery School -380 pupils on roll & Tolworth Junior School-350 pupils on roll. Both schools on one site with shared kitchenLot 3Coombe Hill Infant School 270 pupils on rollCoombe Hill Junior School 420 pupils on roll.Both schools on one site with shared kitchenThe tender maybe be awarded to a single supplier, or be awarded to two or three suppliers with a separate contract for each Lot",TW18 4HF,tenders@matriculateconsulting.co.uk,2750000,GBP,GBP,,,,,,,,,,
415061-2021,21-425856-001,60000000,Active,United Kingdom,Ipswich,Transport services (excl. Waste transport),United Kingdom-Ipswich: Transport services (excl. Waste transport),415061-2021,13/08/2021,156,IPSWICH,Suffolk County Council,EN,UK,3 - Regional or local authority,-,10/08/2021,4 - Services,V - Contract award without prior publication,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,60000000 - Transport services (excl. Waste transport),UKH14,www.suffolksourcing.uk,Public procurement Directive 2014/24/EU,,52.0579495,1.1526345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415060-2021,21-425270-001,50000000,Active,United Kingdom,Manchester,Repair and maintenance services,United Kingdom-Manchester: Repair and maintenance services,415060-2021,13/08/2021,156,MANCHESTER,Greater Manchester Combined Authority - Greater Manchester Police (GB 183 0464 15),EN,UK,6 - Body governed by public law,-,09/08/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,50000000 - Repair and maintenance services65100000 - Water distribution and related services,UKD3,www.gmp.police.uk,Public procurement Directive 2014/24/EU,,53.4794892,-2.2451148,568428-2020,25/11/2020,21/12/2020,3 - Contract notice,Greater Manchester Combined Authority — Greater Manchester Police (GB 183 0464 15),415060-2021,13/08/2021,,,,,,,,,,,,,,,,,,,,,,
415059-2021,21-425197-001,60000000,Active,United Kingdom,Ipswich,Transport services (excl. Waste transport),United Kingdom-Ipswich: Transport services (excl. Waste transport),415059-2021,13/08/2021,156,IPSWICH,Suffolk County Council,EN,UK,3 - Regional or local authority,-,09/08/2021,4 - Services,V - Contract award without prior publication,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,60000000 - Transport services (excl. Waste transport),UKH14,www.suffolksourcing.uk,Public procurement Directive 2014/24/EU,,52.0579495,1.1526345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415058-2021,21-427240-001,85000000,Active,United Kingdom,London,Health and social work services,United Kingdom-London: Health and social work services,415058-2021,13/08/2021,156,LONDON,London Borough of Waltham Forest,EN,UK,3 - Regional or local authority,-,10/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,85100000 - Health services85000000 - Health and social work services,UKI53,http://www.walthamforest.gov.uk/,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,586912-2020,04/12/2020,08/01/2021,3 - Contract notice,London Borough of Waltham Forest,415058-2021,13/08/2021,,,,,,,Provision of Extra Care Sheltered Housing Services,E17 4JF,joe.creasey@walthamforest.gov.uk,10500000,GBP,GBP,,,,,,,,,,
415057-2021,21-425144-001,71200000,Active,United Kingdom,Edinburgh,Architectural and related services,United Kingdom-Edinburgh: Architectural and related services,415057-2021,13/08/2021,156,EDINBURGH,Trust Housing Association Ltd,EN,UK,6 - Body governed by public law,-,09/08/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,71317210 - Health and safety consultancy services71324000 - Quantity surveying services71312000 - Structural engineering consultancy services71321000 - Engineering design services for mechanical and electrical installations for buildings71200000 - Architectural and related services,UKM7UKM8,http://www.trustha.org.uk,Public procurement Directive 2014/24/EU,,55.9519018,-3.1904199,222413-2019,14/05/2019,10/06/2019,3 - Contract notice,Trust Housing Association Ltd,415057-2021,13/08/2021,,,,,,,,,,,,,,,,,,,,,,
415056-2021,21-425788-001,60000000,Active,United Kingdom,Ipswich,Transport services (excl. Waste transport),United Kingdom-Ipswich: Transport services (excl. Waste transport),415056-2021,13/08/2021,156,IPSWICH,Suffolk County Council,EN,UK,3 - Regional or local authority,-,10/08/2021,4 - Services,V - Contract award without prior publication,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,60000000 - Transport services (excl. Waste transport),UKH14,www.suffolksourcing.uk,Public procurement Directive 2014/24/EU,,52.0579495,1.1526345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415055-2021,21-423568-001,98370000,Active,United Kingdom,Leicester,Funeral and related services,United Kingdom-Leicester: Funeral and related services,415055-2021,13/08/2021,156,LEICESTER,Leicestershire County Council,EN,UK,3 - Regional or local authority,-,09/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,98370000 - Funeral and related services,UK,https://www.eastmidstenders.org/index.html,Public procurement Directive 2014/24/EU,,52.6361398,-1.1330789,587608-2019,11/12/2019,22/01/2020,3 - Contract notice,Leicestershire County Council,415055-2021,13/08/2021,,,,,,,,,,,,,,,,,,,,,,
415054-2021,21-423389-001,71220000,Active,United Kingdom,Belfast,Architectural design services,United Kingdom-Belfast: Architectural design services,415054-2021,13/08/2021,156,BELFAST,CPD - Construction Division,EN,UK,6 - Body governed by public law,-,09/08/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"71315000 - Building services71248000 - Supervision of project and documentation71324000 - Quantity surveying services71334000 - Mechanical and electrical engineering services71312000 - Structural engineering consultancy services71311000 - Civil engineering consultancy services71541000 - Construction project management services71242000 - Project and design preparation, estimation of costs71220000 - Architectural design services",UKN0,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,,54.5964411,-5.9302761,223307-2020,13/05/2020,,,,,,,,,,,,"The ICT Framework will support the 6 Regional FE Colleges in the delivery of minor works projects. 3 Regional single operator Framework Agreements will be established to take forward the delivery of minor works projects (up to £500,000 GBP) using an established NEC4 Measured Term Framework. The 3 Regions are: Lot 1 - North - Northern Regional College (NRC) and North West Regional College (NWRC); Lot 2 - Central - Belfast Metropolitan College (BMC) and South Eastern Regional College (SERC); and Lot 3 - South - Southern Regional College (SRC) and South West College (SWC).",BT3 9ED,Construct.Info@finance-ni.gov.uk,2800000.00,GBP,GBP,,,,,,,,,,
415049-2021,21-424977-001,44000000,Active,United Kingdom,Pontypridd,Construction structures and materials; auxiliary products to construction (except electric apparatus),United Kingdom-Pontypridd: Construction structures and materials; auxiliary products to construction (except electric apparatus),415049-2021,13/08/2021,156,PONTYPRIDD,Transport for Wales,EN,UK,6 - Body governed by public law,-,09/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,44000000 - Construction structures and materials; auxiliary products to construction (except electric apparatus)34946120 - Railway materials34946000 - Railway-track construction materials and supplies34946100 - Railway-track construction materials44212250 - Masts43212000 - Angle-dozers34940000 - Railway equipment14622000 - Steel44212000 - Structural products and parts except prefabricated buildings44530000 - Fasteners44532200 - Washers45223210 - Structural steelworks44210000 - Structures and parts of structures,UKL,http://trc.cymru,Public procurement Directive 2014/24/EU,,51.6001047,-3.3449362,452784-2020,25/09/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
